variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,is_range,is_return_pct,is_max_drawdown_pct,is_sharpe,oos_range,oos_return_pct,oos_max_drawdown_pct,oos_sharpe,full_return_pct,full_max_drawdown_pct,full_sharpe,avg_exposure,days_above_1x_pct,trade_events,rotation_resets
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 10%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,extra_profit,10.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,20,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=extra_profit 15%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,extra_profit,15.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,18,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=rebound_from_low 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,rebound_from_low,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,22,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,10,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,200,0.5,none,none,2010-06-25 to 2019-12-31,26057.85,-39.29,1.43,2020-01-02 to 2026-05-20,25670.16,-51.93,1.569,7161239.15,-51.93,1.478,0.902,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=200, trend_exp=0.75, dd_guard=none, dd_exp=none",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,200,0.75,none,none,2010-06-25 to 2019-12-31,15401.69,-46.81,1.268,2020-01-02 to 2026-05-20,15802.65,-67.36,1.403,2618826.81,-67.36,1.314,0.951,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.35, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,none,none,35.0,0.5,2010-06-25 to 2019-12-31,3358.52,-51.73,0.998,2020-01-02 to 2026-05-20,2816.01,-62.28,1.117,107040.72,-62.28,1.048,0.879,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=none, trend_exp=none, dd_guard=0.45, dd_exp=0.5",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,none,none,45.0,0.5,2010-06-25 to 2019-12-31,3258.79,-55.99,0.96,2020-01-02 to 2026-05-20,4674.16,-68.2,1.2,170254.69,-68.2,1.067,0.918,0.0,16,123
"unit=1.00, cap=1.00, anchor=entry, add=15%/30%, sell=recover_to_anchor 5%, max_days=20, trend_sma=100, trend_exp=0.5, dd_guard=0.35, dd_exp=0.25",1.0,1.0,entry,15.0,30.0,recover_to_anchor,5.0,20,100,0.5,35.0,0.25,2010-06-25 to 2019-12-31,47532.98,-37.89,1.606,2020-01-02 to 2026-05-20,6100.39,-49.01,1.382,3137528.5,-49.01,1.5,0.789,0.0,16,123
"unit=1.00, cap=1.00, anchor=rolling_high, add=5%/12%, sell=extra_profit 10%, max_days=10, trend_sma=none, trend_exp=none, dd_guard=none, dd_exp=none",1.0,1.0,rolling_high,5.0,12.0,extra_profit,10.0,10,none,none,none,none,2010-06-25 to 2019-12-31,8478.8,-58.4,1.106,2020-01-02 to 2026-05-20,8405.94,-79.24,1.237,775117.43,-79.24,1.151,1.0,0.0,753,123
"unit=1.00, cap=1.00, anchor=rolling_high, add=5%/12%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.25, dd_guard=none, dd_exp=none",1.0,1.0,rolling_high,5.0,12.0,extra_profit,10.0,10,100,0.25,none,none,2010-06-25 to 2019-12-31,113790.38,-35.98,1.879,2020-01-02 to 2026-05-20,145389.96,-37.83,2.098,176033323.35,-37.83,1.96,0.821,0.0,753,123
"unit=1.00, cap=1.00, anchor=rolling_high, add=5%/12%, sell=extra_profit 10%, max_days=10, trend_sma=100, trend_exp=0.5, dd_guard=none, dd_exp=none",1.0,1.0,rolling_high,5.0,12.0,extra_profit,10.0,10,100,0.5,none,none,2010-06-25 to 2019-12-31,52202.89,-39.33,1.623,2020-01-02 to 2026-05-20,66187.21,-53.11,1.811,36832338.8,-53.11,1.691,0.88,0.0,753,123
